Time,VWC_1,VWC_1_RAW,VWC_2,VWC_2_RAW,Solenoid Status
8/5/19 2:08,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:09,0.24,1.90 K,0.22,1.82 K,0
8/5/19 2:10,0.25,1.90 K,0.22,1.82 K,0
8/5/19 2:11,0.25,1.90 K,0.21,1.82 K,0
8/5/19 2:12,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:13,0.24,1.90 K,0.21,1.82 K,0
8/5/19 2:14,0.25,1.90 K,0.21,1.80 K,0
8/5/19 2:15,0.24,1.90 K,0.21,1.80 K,0
8/5/19 2:16,0.24,1.90 K,0.21,1.80 K,0
8/5/19 2:17,0.25,1.90 K,0.21,1.82 K,0
8/5/19 2:18,0.24,1.90 K,0.22,1.82 K,0
8/5/19 2:19,0.25,1.90 K,0.22,1.82 K,0
8/5/19 2:20,0.25,1.90 K,0.21,1.81 K,0
8/5/19 2:21,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:22,0.24,1.90 K,0.21,1.80 K,0
8/5/19 2:23,0.24,1.90 K,0.21,1.80 K,0
8/5/19 2:24,0,0,0,0,0
8/5/19 2:25,0.25,1.90 K,0.21,1.81 K,0
8/5/19 2:26,0.24,1.90 K,0.21,1.82 K,0
8/5/19 2:27,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:28,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:29,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:30,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:31,0.25,1.90 K,0.21,1.81 K,0
8/5/19 2:32,0.25,1.90 K,0.21,1.81 K,0
8/5/19 2:33,0.24,1.90 K,0.21,1.82 K,0
8/5/19 2:34,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:35,0.24,1.89 K,0.21,1.80 K,0
8/5/19 2:36,0.25,1.90 K,0.22,1.82 K,0
8/5/19 2:37,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:38,0.25,1.90 K,0.21,1.82 K,0
8/5/19 2:39,0.24,1.90 K,0.21,1.82 K,0
8/5/19 2:40,0.24,1.90 K,0.22,1.82 K,0
8/5/19 2:41,0.25,1.90 K,0.21,1.81 K,0
8/5/19 2:42,0.24,1.89 K,0.21,1.81 K,0
8/5/19 2:43,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:44,0.24,1.89 K,0.21,1.80 K,0
8/5/19 2:45,0.25,1.90 K,0.22,1.82 K,0
8/5/19 2:46,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:47,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:48,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:49,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:50,0.25,1.90 K,0.22,1.82 K,0
8/5/19 2:51,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:52,0.24,1.90 K,0.21,1.80 K,0
8/5/19 2:53,0.25,1.90 K,0.21,1.80 K,0
8/5/19 2:54,0.25,1.90 K,0.21,1.82 K,0
8/5/19 2:55,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:56,0.24,1.90 K,0.21,1.81 K,0
8/5/19 2:57,0.24,1.90 K,0.21,1.82 K,0
8/5/19 2:58,0.24,1.90 K,0.21,1.80 K,0
8/5/19 2:59,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:00,0.25,1.90 K,0.21,1.80 K,0
8/5/19 3:01,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:02,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:03,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:04,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:05,0.24,1.90 K,0.22,1.82 K,0
8/5/19 3:06,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:07,0.25,1.90 K,0.21,1.81 K,0
8/5/19 3:08,0,0,0,0,0
8/5/19 3:09,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:10,0.24,1.90 K,0.21,1.82 K,0
8/5/19 3:11,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:12,0.24,1.89 K,0.21,1.80 K,0
8/5/19 3:13,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:14,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:15,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:16,0.25,1.90 K,0.21,1.80 K,0
8/5/19 3:17,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:18,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:19,0.24,1.90 K,0.21,1.82 K,0
8/5/19 3:20,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:21,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:22,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:23,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:24,0.24,1.90 K,0.22,1.82 K,0
8/5/19 3:25,0.24,1.90 K,0.21,1.82 K,0
8/5/19 3:26,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:27,0.24,1.89 K,0.21,1.80 K,0
8/5/19 3:28,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:29,0.24,1.89 K,0.21,1.81 K,0
8/5/19 3:30,0.24,1.89 K,0.21,1.80 K,0
8/5/19 3:31,0.24,1.90 K,0.21,1.82 K,0
8/5/19 3:32,0.25,1.90 K,0.21,1.82 K,0
8/5/19 3:33,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:34,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:35,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:36,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:37,0.25,1.90 K,0.21,1.81 K,0
8/5/19 3:38,0.24,1.89 K,0.21,1.81 K,0
8/5/19 3:39,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:40,0.25,1.90 K,0.21,1.81 K,0
8/5/19 3:41,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:42,0.25,1.90 K,0.21,1.82 K,0
8/5/19 3:43,0.25,1.90 K,0.22,1.82 K,0
8/5/19 3:44,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:45,0.24,1.89 K,0.21,1.81 K,0
8/5/19 3:46,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:47,0.25,1.90 K,0.21,1.82 K,0
8/5/19 3:48,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:49,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:50,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:51,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:52,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:53,0.25,1.90 K,0.21,1.82 K,0
8/5/19 3:54,0.25,1.90 K,0.21,1.81 K,0
8/5/19 3:55,0,0,0,0,0
8/5/19 3:56,0.25,1.90 K,0.21,1.81 K,0
8/5/19 3:57,0.24,1.90 K,0.21,1.80 K,0
8/5/19 3:58,0.24,1.90 K,0.21,1.81 K,0
8/5/19 3:59,0.24,1.90 K,0.21,1.82 K,0
8/5/19 4:00,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:01,0.24,1.89 K,0.21,1.81 K,0
8/5/19 4:02,0.24,1.89 K,0.21,1.81 K,0
8/5/19 4:03,0.24,1.90 K,0.21,1.79 K,0
8/5/19 4:04,0.24,1.89 K,0.21,1.79 K,0
8/5/19 4:05,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:06,0.24,1.90 K,0.21,1.82 K,0
8/5/19 4:07,0.24,1.89 K,0.21,1.81 K,0
8/5/19 4:08,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:09,0.24,1.89 K,0.21,1.82 K,0
8/5/19 4:10,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:11,0.25,1.91 K,0.21,1.81 K,0
8/5/19 4:12,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:13,0.25,1.90 K,0.22,1.82 K,0
8/5/19 4:14,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:15,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:16,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:17,0.25,1.90 K,0.21,1.81 K,0
8/5/19 4:18,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:19,0.24,1.89 K,0.21,1.80 K,0
8/5/19 4:20,0.24,1.90 K,0.22,1.82 K,0
8/5/19 4:21,0.24,1.89 K,0.21,1.81 K,0
8/5/19 4:22,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:23,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:24,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:25,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:26,0.25,1.90 K,0.21,1.81 K,0
8/5/19 4:27,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:28,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:29,0.25,1.90 K,0.21,1.81 K,0
8/5/19 4:30,0.24,1.89 K,0.21,1.80 K,0
8/5/19 4:31,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:32,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:33,0.25,1.90 K,0.21,1.81 K,0
8/5/19 4:34,0.25,1.90 K,0.21,1.81 K,0
8/5/19 4:35,0.24,1.89 K,0.21,1.81 K,0
8/5/19 4:36,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:37,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:38,0.24,1.90 K,0.21,1.82 K,0
8/5/19 4:39,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:40,0,0,0,0,0
8/5/19 4:41,0.24,1.89 K,0.21,1.80 K,0
8/5/19 4:42,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:43,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:44,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:45,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:46,0.24,1.89 K,0.21,1.81 K,0
8/5/19 4:47,0.24,1.90 K,0.21,1.79 K,0
8/5/19 4:48,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:49,0.24,1.89 K,0.21,1.79 K,0
8/5/19 4:50,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:51,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:52,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:53,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:54,0.24,1.90 K,0.21,1.81 K,0
8/5/19 4:55,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:56,0.24,1.90 K,0.21,1.79 K,0
8/5/19 4:57,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:58,0.24,1.90 K,0.21,1.80 K,0
8/5/19 4:59,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:00,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:01,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:02,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:03,0.25,1.90 K,0.21,1.81 K,0
8/5/19 5:04,0.24,1.90 K,0.22,1.82 K,0
8/5/19 5:05,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:06,0.24,1.90 K,0.21,1.80 K,0
8/5/19 5:07,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:08,0.24,1.90 K,0.21,1.82 K,0
8/5/19 5:09,0.24,1.89 K,0.21,1.80 K,0
8/5/19 5:10,0.24,1.89 K,0.21,1.80 K,0
8/5/19 5:11,0.24,1.89 K,0.21,1.79 K,0
8/5/19 5:12,0.24,1.90 K,0.21,1.80 K,0
8/5/19 5:13,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:14,0.24,1.89 K,0.21,1.79 K,0
8/5/19 5:15,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:16,0.25,1.90 K,0.21,1.81 K,0
8/5/19 5:17,0.24,1.90 K,0.22,1.82 K,0
8/5/19 5:18,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:19,0.25,1.90 K,0.21,1.82 K,0
8/5/19 5:20,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:21,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:22,0.24,1.90 K,0.21,1.82 K,0
8/5/19 5:23,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:24,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:25,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:26,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:27,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:28,0,0,0,0,0
8/5/19 5:29,0.24,1.89 K,0.21,1.79 K,0
8/5/19 5:30,0.24,1.90 K,0.21,1.82 K,0
8/5/19 5:31,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:32,0.24,1.90 K,0.21,1.80 K,0
8/5/19 5:33,0.24,1.89 K,0.21,1.79 K,0
8/5/19 5:34,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:35,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:36,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:37,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:38,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:39,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:40,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:41,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:42,0.24,1.90 K,0.21,1.82 K,0
8/5/19 5:43,0.24,1.90 K,0.21,1.79 K,0
8/5/19 5:44,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:45,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:46,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:47,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:48,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:49,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:50,0.24,1.90 K,0.21,1.80 K,0
8/5/19 5:51,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:52,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:53,0.24,1.90 K,0.21,1.79 K,0
8/5/19 5:54,0.24,1.89 K,0.21,1.81 K,0
8/5/19 5:55,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:56,0.24,1.90 K,0.21,1.80 K,0
8/5/19 5:57,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:58,0.24,1.90 K,0.21,1.81 K,0
8/5/19 5:59,0.24,1.89 K,0.21,1.81 K,0
8/5/19 6:00,0.24,1.89 K,0.21,1.79 K,0
8/5/19 6:01,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:02,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:03,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:04,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:05,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:06,0,0,0,0,0
8/5/19 6:07,0.24,1.89 K,0.21,1.80 K,0
8/5/19 6:08,0.24,1.89 K,0.21,1.81 K,0
8/5/19 6:09,0.24,1.89 K,0.21,1.79 K,0
8/5/19 6:10,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:11,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:12,0.24,1.89 K,0.21,1.81 K,0
8/5/19 6:13,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:14,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:15,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:16,0.24,1.89 K,0.21,1.80 K,0
8/5/19 6:17,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:18,0.24,1.89 K,0.21,1.80 K,0
8/5/19 6:19,0.24,1.89 K,0.21,1.80 K,0
8/5/19 6:20,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:21,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:22,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:23,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:24,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:25,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:26,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:27,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:28,0.24,1.89 K,0.21,1.81 K,0
8/5/19 6:29,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:30,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:31,0.24,1.89 K,0.21,1.79 K,0
8/5/19 6:32,0.24,1.89 K,0.21,1.80 K,0
8/5/19 6:33,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:34,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:35,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:36,0.24,1.90 K,0.21,1.79 K,0
8/5/19 6:37,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:38,0.24,1.89 K,0.21,1.79 K,0
8/5/19 6:39,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:40,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:41,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:42,0.24,1.89 K,0.21,1.79 K,0
8/5/19 6:43,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:44,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:45,0,0,0,0,0
8/5/19 6:46,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:47,0.25,1.90 K,0.21,1.82 K,0
8/5/19 6:48,0.24,1.90 K,0.21,1.80 K,0
8/5/19 6:49,0.24,1.89 K,0.21,1.81 K,0
8/5/19 6:50,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:51,0.24,1.90 K,0.21,1.82 K,0
8/5/19 6:52,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:53,0.24,1.89 K,0.21,1.79 K,0
8/5/19 6:54,0.24,1.90 K,0.21,1.82 K,0
8/5/19 6:55,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:56,0.24,1.89 K,0.21,1.80 K,0
8/5/19 6:57,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:58,0.24,1.90 K,0.21,1.81 K,0
8/5/19 6:59,0.24,1.89 K,0.21,1.81 K,0
8/5/19 7:00,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:01,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:02,0.24,1.89 K,0.21,1.81 K,0
8/5/19 7:03,0.24,1.90 K,0.21,1.80 K,0
8/5/19 7:04,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:05,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:06,0.24,1.90 K,0.21,1.82 K,0
8/5/19 7:07,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:08,0.24,1.90 K,0.21,1.80 K,0
8/5/19 7:09,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:10,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:11,0.24,1.89 K,0.21,1.81 K,0
8/5/19 7:12,0.25,1.90 K,0.21,1.81 K,0
8/5/19 7:13,0.24,1.90 K,0.21,1.79 K,0
8/5/19 7:14,0.24,1.89 K,0.21,1.81 K,0
8/5/19 7:15,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:16,0.24,1.89 K,0.21,1.80 K,0
8/5/19 7:17,0.24,1.89 K,0.21,1.79 K,0
8/5/19 7:18,0.24,1.90 K,0.21,1.80 K,0
8/5/19 7:19,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:20,0,0,0,0,0
8/5/19 7:21,0.24,1.89 K,0.21,1.81 K,0
8/5/19 7:22,0.24,1.89 K,0.2,1.79 K,0
8/5/19 7:23,0.24,1.89 K,0.21,1.81 K,0
8/5/19 7:24,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:25,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:26,0.24,1.90 K,0.21,1.80 K,0
8/5/19 7:27,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:28,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:29,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:30,0.24,1.89 K,0.21,1.80 K,0
8/5/19 7:31,0.24,1.90 K,0.21,1.80 K,0
8/5/19 7:32,0.24,1.90 K,0.21,1.80 K,0
8/5/19 7:33,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:34,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:35,0.24,1.89 K,0.21,1.81 K,0
8/5/19 7:36,0.24,1.90 K,0.21,1.79 K,0
8/5/19 7:37,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:38,0.24,1.89 K,0.21,1.81 K,0
8/5/19 7:39,0.24,1.90 K,0.21,1.82 K,0
8/5/19 7:40,0.24,1.90 K,0.21,1.79 K,0
8/5/19 7:41,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:42,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:43,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:44,0.24,1.90 K,0.21,1.80 K,0
8/5/19 7:45,0.24,1.89 K,0.21,1.80 K,0
8/5/19 7:46,0.24,1.89 K,0.21,1.80 K,0
8/5/19 7:47,0.24,1.89 K,0.21,1.80 K,0
8/5/19 7:48,0.24,1.89 K,0.21,1.80 K,0
8/5/19 7:49,0.24,1.89 K,0.21,1.79 K,0
8/5/19 7:50,0.24,1.89 K,0.21,1.80 K,0
8/5/19 7:51,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:52,0.24,1.90 K,0.21,1.80 K,0
8/5/19 7:53,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:54,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:55,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:56,0.24,1.90 K,0.21,1.81 K,0
8/5/19 7:57,0,0,0,0,0
8/5/19 7:58,0.24,1.89 K,0.21,1.80 K,0
8/5/19 7:59,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:00,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:01,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:02,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:03,0.24,1.89 K,0.2,1.79 K,0
8/5/19 8:04,0.24,1.90 K,0.21,1.80 K,0
8/5/19 8:05,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:06,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:07,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:08,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:09,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:10,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:11,0.24,1.90 K,0.21,1.79 K,0
8/5/19 8:12,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:13,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:14,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:15,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:16,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:17,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:18,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:19,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:20,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:21,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:22,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:23,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:24,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:25,0.24,1.89 K,0.2,1.79 K,0
8/5/19 8:26,0.24,1.89 K,0.2,1.79 K,0
8/5/19 8:27,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:28,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:29,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:30,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:31,0.24,1.90 K,0.21,1.79 K,0
8/5/19 8:32,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:33,0.24,1.90 K,0.21,1.80 K,0
8/5/19 8:34,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:35,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:36,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:37,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:38,0.24,1.90 K,0.21,1.80 K,0
8/5/19 8:39,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:40,0.24,1.89 K,0.2,1.79 K,0
8/5/19 8:41,0,0,0,0,0
8/5/19 8:42,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:43,0.24,1.90 K,0.21,1.80 K,0
8/5/19 8:44,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:45,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:46,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:47,0.25,1.90 K,0.21,1.81 K,0
8/5/19 8:48,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:49,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:50,0.24,1.89 K,0.2,1.79 K,0
8/5/19 8:51,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:52,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:53,0.24,1.90 K,0.21,1.81 K,0
8/5/19 8:54,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:55,0.24,1.89 K,0.21,1.79 K,0
8/5/19 8:56,0.24,1.89 K,0.21,1.80 K,0
8/5/19 8:57,0.24,1.89 K,0.21,1.81 K,0
8/5/19 8:58,0.24,1.90 K,0.21,1.80 K,0
8/5/19 8:59,0.24,1.89 K,0.21,1.80 K,0
8/5/19 9:00,0.24,1.89 K,0.21,1.81 K,0
8/5/19 9:01,0.24,1.89 K,0.21,1.80 K,0
8/5/19 9:02,0.24,1.90 K,0.21,1.81 K,0
8/5/19 9:03,0.24,1.90 K,0.21,1.81 K,0
8/5/19 9:04,0.24,1.90 K,0.21,1.80 K,0
8/5/19 9:05,0.24,1.89 K,0.21,1.81 K,0
8/5/19 9:06,0.24,1.90 K,0.21,1.79 K,0
8/5/19 9:07,0.24,1.89 K,0.21,1.81 K,0
8/5/19 9:08,0.24,1.89 K,0.2,1.79 K,0
8/5/19 9:09,0.24,1.90 K,0.21,1.81 K,0
8/5/19 9:10,0.24,1.90 K,0.21,1.81 K,0
8/5/19 9:11,0.24,1.90 K,0.21,1.81 K,0
8/5/19 9:12,0.24,1.90 K,0.21,1.80 K,0
8/5/19 9:13,0.24,1.90 K,0.21,1.81 K,0
8/5/19 9:14,0.24,1.90 K,0.21,1.81 K,0
8/5/19 9:15,0.24,1.89 K,0.21,1.80 K,0
8/5/19 9:16,0.24,1.90 K,0.21,1.80 K,0
8/5/19 9:17,0.24,1.89 K,0.2,1.78 K,0
8/5/19 9:18,0.25,1.90 K,0.21,1.81 K,0
8/5/19 9:19,0.24,1.90 K,0.21,1.80 K,0
8/5/19 9:20,0.24,1.89 K,0.21,1.79 K,0
8/5/19 9:21,0.24,1.89 K,0.2,1.78 K,0
8/5/19 9:22,0.24,1.89 K,0.2,1.79 K,0
8/5/19 9:23,0.24,1.89 K,0.21,1.80 K,0
8/5/19 9:24,0.24,1.90 K,0.21,1.80 K,0
8/5/19 9:25,0.24,1.90 K,0.21,1.80 K,0
8/5/19 9:26,0.24,1.89 K,0.21,1.81 K,0
